,Symbol,Name,Industry,IndustryCode
459,XPEV,Xpeng Inc ADR,자동차 및 자동차 부품,531010
460,KIM,Kimco Realty Corp,주택 및 상업용 리츠,601020
461,VIV,Telefonica Brasil SA ADR,통신 서비스,574010
462,FMX,Fomento Economico Mexicano SAB de CV ADR,음료,541010
463,TXT,Textron Inc,우주항공 및 국방,521010
464,CS,Credit Suisse Group AG ADR,은행,551010
465,FMC,FMC Corp,화학,511010
466,L,Loews Corp,보험,553010
467,BEN,Franklin Resources Inc,투자은행 및 서비스,551020
468,ELS,Equity LifeStyle Properties Inc,주택 및 상업용 리츠,601020
469,MGM,MGM Resorts International,호텔 및 엔터테인먼트,533010
470,WOLF,Wolfspeed Inc,반도체 및 반도체 장비,571010
471,SHG,Shinhan Financial Group Co Ltd ADR,은행,551010
472,LDOS,Leidos Holdings Inc,소프트웨어 및 IT서비스,572010
473,TPL,Texas Pacific Land Corp,오일 및 가스,501020
474,WLK,Westlake Corp,화학,511010
475,WTRG,Essential Utilities Inc,수도 유틸리티,591030
476,BXP,Boston Properties Inc,주택 및 상업용 리츠,601020
477,PKG,Packaging Corp of America,용기 및 포장,513020
478,SQM,Sociedad Quimica y Minera de Chile SA ADR Series B,화학,511010
479,ASX,ASE Technology Holding Co Ltd ADR,반도체 및 반도체 장비,571010
480,AMH,American Homes 4 Rent Class A,주택 및 상업용 리츠,601020
481,BAH,Booz Allen Hamilton Holding Corp Class A,소프트웨어 및 IT서비스,572010
482,ICL,ICL Group Ltd,화학,511010
483,SUZ,Suzano SA ADR,종이 및 임산물,513010
484,AR,Antero Resources Corp,오일 및 가스,501020
485,GDDY,GoDaddy Inc Class A,소프트웨어 및 IT서비스,572010
486,SJR,Shaw Communications Inc Class B,통신 서비스,574010
487,BAP,Credicorp Ltd,은행,551010
488,NI,NiSource Inc,복합 유틸리티,591040
489,BF.A,Brown-Forman Corp Class A,음료,541010
490,OVV,Ovintiv Inc,오일 및 가스,501020
491,BIO,Bio Rad Laboratories Inc Class A,헬스케어 장비 및 용품,561010
492,SC,Santander Consumer USA Holdings Inc,은행,551010
493,MAS,Masco Corp,주택건설,532030
494,CE,Celanese Corp,화학,511010
495,SSL,Sasol Ltd ADR,화학,511010
496,AAP,Advance Auto Parts Inc,전문품 상점,534030
497,FICO,Fair Isaac Corp,소프트웨어 및 IT서비스,572010
498,FHN,First Horizon Corp,은행,551010
499,WMS,Advanced Drainage Systems Inc,주택건설,532030
500,SNA,Snap-On Inc,"건설장비 및 대형차, 기차, 배",521020
501,EMN,Eastman Chemical Co,화학,511010
502,RPM,RPM International Inc,화학,511010
503,DAR,Darling Ingredients Inc,식품 및 담배,541020
504,CCK,Crown Holdings Inc,용기 및 포장,513020
505,HUBB,Hubbell Inc,"건설장비 및 대형차, 기차, 배",521020
506,AER,AerCap Holdings NV,전문 및 상업 서비스,522030
507,GGG,Graco Inc,"건설장비 및 대형차, 기차, 배",521020
508,EQH,Equitable Holdings Inc,투자은행 및 서비스,551020
509,RYAN,Ryan Specialty Holdings Inc Class A,보험,553010
510,DT,Dynatrace Inc,소프트웨어 및 IT서비스,572010
511,VER,VEREIT Inc,주택 및 상업용 리츠,601020
512,LW,Lamb Weston Holdings Inc,식품 및 담배,541020
513,RS,Reliance Steel & Aluminum Co,메탈&마이닝,512010
514,IPG,Interpublic Group of Companies Inc,미디어 및 출판,533020
515,SNP,China Petroleum & Chemical Corp ADR,오일 및 가스,501020
516,AFG,American Financial Group Inc,보험,553010
517,NLY,Annaly Capital Management Inc,주택 및 상업용 리츠,601020
518,GLOB,Globant SA,소프트웨어 및 IT서비스,572010
519,REXR,Rexford Industrial Realty Inc,주택 및 상업용 리츠,601020
520,LSI,Life Storage Inc,주택 및 상업용 리츠,601020
521,GME,GameStop Corp Class A,전문품 상점,534030
522,TFX,Teleflex Inc,헬스케어 장비 및 용품,561010
523,TEVA,Teva Pharmaceutical Industries Ltd ADR,제약,562010
524,WSM,Williams-Sonoma Inc,전문품 상점,534030
525,CNA,CNA Financial Corp,보험,553010
526,DINO,HF Sinclair Corp,오일 및 가스,501020
527,NMR,Nomura Holdings Inc ADR,투자은행 및 서비스,551020
528,CCL,Carnival Corp,호텔 및 엔터테인먼트,533010
529,DIDI,DiDi Global Inc ADR Class A,소프트웨어 및 IT서비스,572010
530,LUMN,Lumen Technologies Inc,통신 서비스,574010
531,JHX,James Hardie Industries PLC ADR,건축 자재,512020
532,FNF,Fidelity National Financial Inc,보험,553010
533,IHG,InterContinental Hotels Group PLC ADR,호텔 및 엔터테인먼트,533010
534,SKM,SK Telecom Co Ltd ADR,통신 서비스,574010
535,CUBE,CubeSmart,주택 및 상업용 리츠,601020
536,CMA,Comerica Inc,은행,551010
537,Y,Alleghany Corp,보험,553010
538,EDR,Endeavor Group Holdings Inc Class A,미디어 및 출판,533020
539,TAP,Molson Coors Beverage Co Class B,음료,541010
540,ALLY,Ally Financial Inc,은행,551010
541,CRL,Charles River Laboratories International Inc,생명과학 및 메디컬 리서치,562020
542,BURL,Burlington Stores Inc,전문품 상점,534030
543,RE,Everest Re Group Ltd,보험,553010
544,SNN,Smith & Nephew PLC ADR,헬스케어 장비 및 용품,561010
545,WES,Western Midstream Partners Common Units,오일 및 가스,501020
546,MMP,Magellan Midstream Partners Units,오일 및 가스 장비 및 서비스,501030
547,HEI.A,HEICO Corp Class A,우주항공 및 국방,521010
548,WRK,Westrock Co,용기 및 포장,513020
549,BEP,Brookfield Renewable Partners Non Voting Units,전기 유틸리티,591010
550,ACM,AECOM,건설 및 엔지니어링,522010
551,QGEN,Qiagen NV,생명과학 및 메디컬 리서치,562020
552,VST,Vistra Corp,전기 유틸리티,591010
553,SCI,Service Corporation International,"개인, 가정 용품 및 서비스",542010
554,BLDR,Builders FirstSource Inc,주택건설,532030
555,WPP,WPP PLC ADR,미디어 및 출판,533020
556,BKI,Black Knight Inc,소프트웨어 및 IT서비스,572010
557,RCL,Royal Caribbean Cruises Ltd,호텔 및 엔터테인먼트,533010
558,FMS,Fresenius Medical Care AG & Co KGaA ADR,헬스케어 업체 및 서비스,561020
559,PATH,UiPath Inc Class A,소프트웨어 및 IT서비스,572010
560,BHVN,Biohaven Pharmaceutical Holding Company Ltd,생명과학 및 메디컬 리서치,562020
561,LFC,China Life Insurance Co Ltd ADR,보험,553010
562,KEP,Korea Electric Power Corp ADR,전기 유틸리티,591010
563,H,Hyatt Hotels Corp Class A,호텔 및 엔터테인먼트,533010
564,GETY,Getty Images Holdings Inc Class A,전문 및 상업 서비스,522030
565,NRG,NRG Energy Inc,전기 유틸리티,591010
566,GL,Globe Life Inc,보험,553010
567,SNX,TD Synnex Corp,"컴퓨터, 전화 및 가전제품",571060
568,CDAY,Ceridian HCM Holding Inc,소프트웨어 및 IT서비스,572010
569,FND,Floor & Decor Holdings Inc Class A,전문품 상점,534030
570,WSO,Watsco Inc,"건설장비 및 대형차, 기차, 배",521020
571,HR,Healthcare Realty Trust Inc Class A,주택 및 상업용 리츠,601020
572,PHM,Pultegroup Inc,주택건설,532030
573,BJ,BJ's Wholesale Club Holdings Inc,다양한 소매업,534020
574,AMC,AMC Entertainment Holdings Inc Class A,호텔 및 엔터테인먼트,533010
575,NLSN,Nielsen Holdings PLC,미디어 및 출판,533020
576,AEG,Aegon NV ADR,보험,553010
577,AOS,A O Smith Corp,"건설장비 및 대형차, 기차, 배",521020
578,FRT PR C,Federal Realty Investment Depositary Shares representing 1 1000th 5 Cumulative,주택 및 상업용 리츠,601020
579,RRX,Regal Rexnord Corp,"건설장비 및 대형차, 기차, 배",521020
580,ARMK,Aramark,호텔 및 엔터테인먼트,533010
581,MTN,Vail Resorts Inc,호텔 및 엔터테인먼트,533010
582,CCJ,Cameco Corp,우라늄,503010
583,JNPR,Juniper Networks Inc,커뮤니케이션 및 네트워킹,571020
584,AQN,Algonquin Power & Utilities Corp,복합 유틸리티,591040
585,TOST,Toast Inc Class A,소프트웨어 및 IT서비스,572010
586,AA,Alcoa Corp,메탈&마이닝,512010
587,GFL,GFL Environmental Inc,전문 및 상업 서비스,522030
588,MPW,Medical Properties Trust Inc,주택 및 상업용 리츠,601020
589,ALLE,Allegion PLC,커뮤니케이션 및 네트워킹,571020
590,CLF,Cleveland-Cliffs Inc,메탈&마이닝,512010
591,ZEN,Zendesk Inc,소프트웨어 및 IT서비스,572010
592,TTC,Toro Co,"건설장비 및 대형차, 기차, 배",521020
593,LII,Lennox International Inc,"건설장비 및 대형차, 기차, 배",521020
594,HII,Huntington Ingalls Industries Inc,우주항공 및 국방,521010
595,WHR,Whirlpool Corp,가정용품,532040
596,BCH,Banco de Chile ADR,은행,551010
597,BWA,Borgwarner Inc,자동차 및 자동차 부품,531010
598,WAL,Western Alliance Bancorp,은행,551010
599,PSTG,Pure Storage Inc Class A,"컴퓨터, 전화 및 가전제품",571060
600,BBWI,Bath & Body Works Inc,전문품 상점,534030
601,TFII,TFI International Inc,화물 및 물류 서비스,524050
602,AIZ,Assurant Inc,보험,553010
603,FRT,Federal Realty Investment Trust,주택 및 상업용 리츠,601020
604,TPR,Tapestry Inc,전문품 상점,534030
605,DKS,DICK'S Sporting Goods Inc,전문품 상점,534030
606,PAG,Penske Automotive Group Inc,전문품 상점,534030
607,CVNA,Carvana Co Class A,전문품 상점,534030
608,RRC,Range Resources Corp,오일 및 가스,501020
609,KNX,Knight-Swift Transportation Holdings Inc Class A,화물 및 물류 서비스,524050
610,JBL,Jabil Inc,전자 장비 및 부품,571040
611,HEI,HEICO Corp,우주항공 및 국방,521010
612,XEC,Cimarex Energy Co,오일 및 가스,501020
613,JLL,Jones Lang LaSalle Inc,부동산 운영 관리,601010
614,FBHS,Fortune Brands Home & Security Inc,주택건설,532030
615,LU,Lufax Holding Ltd ADR,핀테크,573010
616,DECK,Deckers Outdoor Corp,섬유 및 의류,532020
617,CFR,Cullen/Frost Bankers Inc,은행,551010
618,G,Genpact Ltd,전문 및 상업 서비스,522030
619,RHI,Robert Half International Inc,전문 및 상업 서비스,522030
620,IOT,Samsara Inc Class A,소프트웨어 및 IT서비스,572010
621,LEA,Lear Corp,자동차 및 자동차 부품,531010
622,PNW,Pinnacle West Capital Corp,전기 유틸리티,591010
623,OC,Owens Corning,주택건설,532030
624,WBS,Webster Financial Corp,은행,551010
625,RDY,Dr Reddy's Laboratories Ltd ADR,제약,562010
626,UGI,UGI Corp,천연가스 유틸리티,591020
627,CLVT,Clarivate PLC,전문 및 상업 서비스,522030
628,RGA,Reinsurance Group of America Inc,보험,553010
629,COG,Cabot Oil & Gas Corp,오일 및 가스,501020
630,LNC,Lincoln National Corp,보험,553010
631,ELAN,Elanco Animal Health Inc,제약,562010
632,OGE,OGE Energy Corp,전기 유틸리티,591010
633,SEE,Sealed Air Corp,용기 및 포장,513020
634,AGL,agilon health inc,헬스케어 업체 및 서비스,561020
635,IVZ,Invesco Ltd,투자은행 및 서비스,551020
636,SWN,Southwestern Energy Co,오일 및 가스,501020
637,CIEN,Ciena Corp,커뮤니케이션 및 네트워킹,571020
638,OLN,Olin Corp,화학,511010
639,COLD,Americold Realty Trust Inc,주택 및 상업용 리츠,601020
640,PCOR,Procore Technologies Inc,소프트웨어 및 IT서비스,572010
641,NNN,National Retail Properties Inc,주택 및 상업용 리츠,601020
642,AGCO,AGCO Corp,"건설장비 및 대형차, 기차, 배",521020
643,SWCH,Switch Inc Class A,"컴퓨터, 전화 및 가전제품",571060
644,PNR,Pentair PLC,"건설장비 및 대형차, 기차, 배",521020
645,DVA,DaVita Inc,헬스케어 업체 및 서비스,561020
646,JEF,Jefferies Financial Group Inc,투자은행 및 서비스,551020
647,AVLR,Avalara Inc,소프트웨어 및 IT서비스,572010
648,PFGC,Performance Food Group Co,식품 및 약품소매,543010
649,HESM,Hess Midstream LP Class A,오일 및 가스 장비 및 서비스,501030
650,STOR,STORE Capital Corp,주택 및 상업용 리츠,601020
651,WFG,West Fraser Timber Co Ltd,종이 및 임산물,513010
652,DCP,DCP Midstream Units,오일 및 가스 장비 및 서비스,501030
653,UNM,Unum Group,보험,553010
654,PTR,PetroChina Co Ltd ADR,오일 및 가스,501020
655,UHS,Universal Health Services Inc Class B,헬스케어 업체 및 서비스,561020
656,GFI,Gold Fields Ltd ADR,메탈&마이닝,512010
657,RBA,Ritchie Bros Auctioneers Inc,전문 및 상업 서비스,522030
658,CABO,Cable One Inc,통신 서비스,574010
659,OGN,Organon & Co,제약,562010
660,TME,Tencent Music Entertainment Group ADR Class A,소프트웨어 및 IT서비스,572010
661,OHI,Omega Healthcare Investors Inc,주택 및 상업용 리츠,601020
662,S,SentinelOne Inc Class A,소프트웨어 및 IT서비스,572010
663,MHK,Mohawk Industries Inc,가정용품,532040
664,DLB,Dolby Laboratories Inc Class A,소프트웨어 및 IT서비스,572010
665,HRB,H & R Block Inc,"개인, 가정 용품 및 서비스",542010
666,PSO,Pearson PLC ADR,미디어 및 출판,533020
667,EGP,Eastgroup Properties Inc,주택 및 상업용 리츠,601020
668,RH,RH,전문품 상점,534030
669,CSAN,Cosan SA ADR,오일 및 가스,501020
670,ESTC,Elastic NV,소프트웨어 및 IT서비스,572010
671,LEVI,Levi Strauss & Co Class A,섬유 및 의류,532020
672,YMM,Full Truck Alliance Co Ltd ADR Class A,소프트웨어 및 IT서비스,572010
673,W,Wayfair Inc Class A,다양한 소매업,534020
674,BERY,Berry Global Group Inc,용기 및 포장,513020
675,CPRI,Capri Holdings Ltd,전문품 상점,534030
676,LAD,Lithia Motors Inc Class A,전문품 상점,534030
677,HST,Host Hotels & Resorts Inc,주택 및 상업용 리츠,601020
678,WEX,WEX Inc,전문 및 상업 서비스,522030
679,STWD,Starwood Property Trust Inc,주택 및 상업용 리츠,601020
680,ARW,Arrow Electronics Inc,반도체 및 반도체 장비,571010
681,BSAC,Banco Santander-Chile ADR,은행,551010
682,ALV,Autoliv Inc,자동차 및 자동차 부품,531010
683,ORI,Old Republic International Corp,보험,553010
684,PII,Polaris Inc,레저 상품,532050
685,FR,First Industrial Realty Trust Inc,주택 및 상업용 리츠,601020
686,KBR,KBR Inc,소프트웨어 및 IT서비스,572010
687,GPK,Graphic Packaging Holding Co,용기 및 포장,513020
688,ADT,ADT Inc,커뮤니케이션 및 네트워킹,571020
689,ATR,Aptargroup Inc,용기 및 포장,513020
690,GTLS,Chart Industries Inc,"건설장비 및 대형차, 기차, 배",521020
691,USFD,US Foods Holding Corp,식품 및 약품소매,543010
692,WCC,Wesco International Inc,"건설장비 및 대형차, 기차, 배",521020
693,CHE,Chemed Corp,헬스케어 업체 및 서비스,561020
694,MTDR,Matador Resources Co,오일 및 가스,501020
695,BEPC,Brookfield Renewable Corp Class A,전기 유틸리티,591010
696,STZ.B,Constellation Brands Inc Class B,음료,541010
697,NEP,Nextera Energy Partners Units,전기 유틸리티,591010
698,BRX,Brixmor Property Group Inc,주택 및 상업용 리츠,601020
699,AN,AutoNation Inc,전문품 상점,534030
700,PLNT,Planet Fitness Inc Class A,호텔 및 엔터테인먼트,533010
701,DNB,Dun & Bradstreet Holdings Inc,전문 및 상업 서비스,522030
702,PB,Prosperity Bancshares Inc,은행,551010
703,ST,Sensata Technologies Holding PLC,전자 장비 및 부품,571040
704,NOV,Nov Inc,오일 및 가스 장비 및 서비스,501030
705,MUSA,Murphy Usa Inc,오일 및 가스,501020
706,DCI,Donaldson Company Inc,전문 및 상업 서비스,522030
707,BROS,Dutch Bros Inc Class A,호텔 및 엔터테인먼트,533010
708,AIRC,Apartment Income REIT Corp,주택 및 상업용 리츠,601020
709,THC,Tenet Healthcare Corp,헬스케어 업체 및 서비스,561020
710,CHH,Choice Hotels International Inc,호텔 및 엔터테인먼트,533010
711,ITT,ITT Inc,"건설장비 및 대형차, 기차, 배",521020
712,SF,Stifel Financial Corp,투자은행 및 서비스,551020
713,SBSW,Sibanye Stillwater Ltd ADR,메탈&마이닝,512010
714,RL,Ralph Lauren Corp Class A,섬유 및 의류,532020
715,XPO,XPO Logistics Inc,화물 및 물류 서비스,524050
716,ASR,Grupo Aeroportuario del Sureste SAB de CV ADR Series B,운송 인프라,524070
717,GWRE,Guidewire Software Inc,소프트웨어 및 IT서비스,572010
718,CACI,CACI International Inc Class A,소프트웨어 및 IT서비스,572010
719,NFG,National Fuel Gas Co,천연가스 유틸리티,591020
720,CX,Cemex SAB de CV ADR,건축 자재,512020
721,DOCS,Doximity Inc Class A,소프트웨어 및 IT서비스,572010
722,KT,KT Corp ADR,통신 서비스,574010
723,NVST,Envista Holdings Corp,헬스케어 장비 및 용품,561010
724,GMED,Globus Medical Inc Class A,헬스케어 장비 및 용품,561010
725,PHI,PLDT Inc ADR,통신 서비스,574010
726,COTY,Coty Inc Class A,"개인, 가정 용품 및 서비스",542010
727,CFX,Colfax Corp,"건설장비 및 대형차, 기차, 배",521020
728,WH,Wyndham Hotels & Resorts Inc,호텔 및 엔터테인먼트,533010
729,MDU,MDU Resources Group Inc,복합 유틸리티,591040
730,TX,Ternium SA ADR,메탈&마이닝,512010
731,BLD,TopBuild Corp,건설 및 엔지니어링,522010
732,CAE,CAE Inc,우주항공 및 국방,521010
733,INFA,Informatica Inc Class A,소프트웨어 및 IT서비스,572010
734,SITE,SiteOne Landscape Supply Inc,식품 및 담배,541020
735,PAC,Grupo Aeroportuario del Pacifico SAB de CV ADR Series B,운송 인프라,524070
736,MP,MP Materials Corp Class A,메탈&마이닝,512010
737,AU,AngloGold Ashanti Ltd ADR,메탈&마이닝,512010
738,SNV,Synovus Financial Corp,은행,551010
739,CLH,Clean Harbors Inc,전문 및 상업 서비스,522030
740,VOYA,Voya Financial Inc,투자은행 및 서비스,551020
741,SON,Sonoco Products Co,용기 및 포장,513020
742,KNSL,Kinsale Capital Group Inc,보험,553010
743,INSP,Inspire Medical Systems Inc,헬스케어 장비 및 용품,561010
744,BC,Brunswick Corp,레저 상품,532050
745,ADC,Agree Realty Corp,주택 및 상업용 리츠,601020
746,PEN,Penumbra Inc,헬스케어 장비 및 용품,561010
747,UWMC,UWM Holdings Corp Class A,은행,551010
748,FSK,FS KKR Capital Corp,다양한 금융서비스,555010
749,HUN,Huntsman Corp,화학,511010
750,WU,Western Union Co,전문 및 상업 서비스,522030
751,SKX,Skechers USA Inc Class A,섬유 및 의류,532020
752,MTZ,MasTec Inc,건설 및 엔지니어링,522010
753,SHLX,Shell Midstream Partners Units,오일 및 가스 장비 및 서비스,501030
754,INGR,Ingredion Inc,식품 및 담배,541020
755,ZIM,ZIM Integrated Shipping Services Ltd,화물 및 물류 서비스,524050
756,HOG,Harley-Davidson Inc,자동차 및 자동차 부품,531010
757,VMI,Valmont Industries Inc,건설 및 엔지니어링,522010
758,FAF,First American Financial Corp,보험,553010
759,NVT,nVent Electric PLC,"건설장비 및 대형차, 기차, 배",521020
760,BYD,Boyd Gaming Corp,호텔 및 엔터테인먼트,533010
761,RNR,Renaissancere Holdings Ltd,보험,553010
